original_id,new_id,node_type,node_title,source_path
,ORCCA2YNQCclzte,introduction,Introduction,section-isolating-a-linear-variable.ptx
review-linear-equations-and-inequalities,ORCCAXJNSNXDhIc,section,Linear Equations and Inequalities Chapter Review,review-linear-equations-and-inequalities.ptx
,ORCCAIo5QBSZCzp,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAZZ1M5NB41y,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAyuOpPmcTkT,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCANr6bWZ5egc,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAbXG4dN0W3f,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAp4kx2FRjb5,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCA5NoKK65Dwo,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAehLURSdwsx,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCA6eMV9DRbSf,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAIuRwYg74f4,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCA3d1PrewERO,exercises,Review Exercises for,review-linear-equations-and-inequalities.ptx
,ORCCA6LMsY935sE,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAtPh2skAkGn,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAyd4UQcmr31,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCACgEWqH4Cnn,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAYvLEuXThso,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAhytiaNplIv,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAwi4il5SmzB,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAFOhmIkvV12,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCAYmSUjTKPlt,introduction,Introduction,review-linear-equations-and-inequalities.ptx
,ORCCApU6MToUxlg,introduction,Introduction,review-linear-equations-and-inequalities.ptx
chapter-graphing-lines,ORCCAsHErgZsIJ2,chapter,Graphing Lines,chapter-graphing-lines.ptx
,ORCCASu94I2R5Gk,introduction,Introduction,chapter-graphing-lines.ptx
section-cartesian-coordinates,ORCCAXtjnfmtotp,section,Cartesian Coordinates,section-cartesian-coordinates.ptx
,ORCCAshwNXRlkFp,introduction,Introduction,section-cartesian-coordinates.ptx
,ORCCAQvh83iZMik,exercises,,section-cartesian-coordinates.ptx
,ORCCAl4I3OI7VBd,introduction,Introduction,section-cartesian-coordinates.ptx
,ORCCAo3JzAFG94U,introduction,Introduction,section-cartesian-coordinates.ptx
,ORCCAfT2BvLfuH5,introduction,Introduction,section-cartesian-coordinates.ptx
,ORCCAKSDcap5uJs,introduction,Introduction,section-cartesian-coordinates.ptx
section-graphing-equations,ORCCAQzWXVtDR2L,section,Graphing Equations,section-graphing-equations.ptx
,ORCCApRlpoFN9mt,introduction,Introduction,section-graphing-equations.ptx
,ORCCA6n5xR0zuAH,exercises,,section-graphing-equations.ptx
,ORCCA31n6ulT8rd,introduction,Introduction,section-graphing-equations.ptx
,ORCCAvoulRf19cZ,introduction,Introduction,section-graphing-equations.ptx
,ORCCANTVOvV9dsx,introduction,Introduction,section-graphing-equations.ptx
section-exploring-two-variable-data-and-rate-of-change,ORCCAMkOtSAGmTG,section,Exploring Two-Variable Data and Rate of Change,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCAZzoSh5lUpZ,introduction,Introduction,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCAc8Xc5rAPCL,subsection,Modeling data with two variables,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCAfjAROWRwcw,subsection,Patterns in Tables,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCAvlz5AztdDq,subsection,Rate of Change,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCAm2RI9nwYEG,exercises,,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCAA404Xq0mLe,introduction,Introduction,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCAYKTho2JPzB,introduction,Introduction,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCAWsnioLTueM,introduction,Introduction,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCAJTLJcDixlL,introduction,Introduction,section-exploring-two-variable-data-and-rate-of-change.ptx
,ORCCAoewFVZ5QUp,introduction,Introduction,section-exploring-two-variable-data-and-rate-of-change.ptx
section-slope,ORCCAUNOXGsCYqd,section,Slope,section-slope.ptx
,ORCCAISxDlNbqLG,introduction,Introduction,section-slope.ptx
,ORCCAdhpdqI8FMl,subsection,What is slope?,section-slope.ptx
subsection-comparing-slopes,ORCCAbtufP4dsOz,subsection,Comparing Slopes,section-slope.ptx
,ORCCA3Ho19Ff1i0,introduction,Introduction,section-slope.ptx
,ORCCAKpEAM8C7Oe,subsection,Finding Slope by Two Given Points,section-slope.ptx
,ORCCAZR8uIB7lxg,exercises,,section-slope.ptx
,ORCCAULdcctoL2g,introduction,Introduction,section-slope.ptx
,ORCCAl0paxsAlVs,introduction,Introduction,section-slope.ptx
,ORCCAMWu7sY3zBh,introduction,Introduction,section-slope.ptx
,ORCCA4AZ2SWBp8W,introduction,Introduction,section-slope.ptx
,ORCCAMIdxhWWbIJ,introduction,Introduction,section-slope.ptx
section-slope-intercept-form,ORCCA4U0rNDldIX,section,Slope-Intercept Form,section-slope-intercept-form.ptx
,ORCCAznViQY1YGd,introduction,Introduction,section-slope-intercept-form.ptx
,ORCCAbR8zdv6gcn,subsection,Slope-Intercept Definition,section-slope-intercept-form.ptx
,ORCCA4CxvKj4MuT,introduction,Introduction,section-slope-intercept-form.ptx
,ORCCAB2yurtUfnn,subsection,Graphing Slope-Intercept Equations,section-slope-intercept-form.ptx
,ORCCANeLgmmtMsI,subsection,Writing a Slope-Intercept Equation Given a Graph,section-slope-intercept-form.ptx
,ORCCAjJuYefRsTl,subsection,Writing a Slope-Intercept Equation Given Two Points,section-slope-intercept-form.ptx
,ORCCAwNBOu67f2V,subsection,Modeling with Slope-Intercept Form,section-slope-intercept-form.ptx
,ORCCAhEgH4JfEZe,exercises,,section-slope-intercept-form.ptx
,ORCCAPFswdvc63r,introduction,Introduction,section-slope-intercept-form.ptx
,ORCCAPIaWtvGt4L,introduction,Introduction,section-slope-intercept-form.ptx
,ORCCAqzwgVHrGNj,introduction,Introduction,section-slope-intercept-form.ptx
,ORCCATfIsODuuLO,introduction,Introduction,section-slope-intercept-form.ptx
section-point-slope-form,ORCCAkGJRzyaYfQ,section,Point-Slope Form,section-point-slope-form.ptx
,ORCCAkdbCLYSGLo,introduction,Introduction,section-point-slope-form.ptx
,ORCCAqBOo3736uA,subsection,Point-Slope Motivation and Definition,section-point-slope-form.ptx
,ORCCAWV9nbODvq0,subsection,Using Two Points to Build a Linear Equation,section-point-slope-form.ptx
,ORCCAeYY9bL3sxN,subsection,Recognizing Point-Slope Form,section-point-slope-form.ptx
,ORCCAsPVg7l8LwX,exercises,,section-point-slope-form.ptx
,ORCCA5FM7tIzTFF,introduction,Introduction,section-point-slope-form.ptx
,ORCCAL43xYsY9zj,introduction,Introduction,section-point-slope-form.ptx
,ORCCA6OpkpkniBl,introduction,Introduction,section-point-slope-form.ptx
,ORCCAr6tXy9tter,introduction,Introduction,section-point-slope-form.ptx
,ORCCARiw2hZptS0,introduction,Introduction,section-point-slope-form.ptx
,ORCCANMDZhKWgfw,introduction,Introduction,section-point-slope-form.ptx
section-standard-form,ORCCAjoDP7mC5RR,section,Standard Form,section-standard-form.ptx
,ORCCAkjKa2Xhb6o,introduction,Introduction,section-standard-form.ptx
,ORCCA8PvM9tYxDg,subsection,Standard Form Definition,section-standard-form.ptx
,ORCCA9ANRPGfsVl,subsection,The Importance of x- and y-Intercepts,section-standard-form.ptx
,ORCCArlKgTjc4e1,introduction,Introduction,section-standard-form.ptx
subsection-transforming-between-standard-form-and-slope-intercept-form,ORCCAZJXWpFxINN,subsection,Transforming between Standard Form and Slope-Intercept Form,section-standard-form.ptx
,ORCCA21wj6wdr08,exercises,,section-standard-form.ptx
,ORCCAECYn83XuGP,introduction,Introduction,section-standard-form.ptx
,ORCCAxOR6vm574U,introduction,Introduction,section-standard-form.ptx
,ORCCAprHD39kwkQ,introduction,Introduction,section-standard-form.ptx
,ORCCAhQSBDT69cR,introduction,Introduction,section-standard-form.ptx
,ORCCAXPCslw3AzH,introduction,Introduction,section-standard-form.ptx
section-geometry-of-lines,ORCCAxC5k0Eot5I,section,Geometry of Lines,section-geometry-of-lines.ptx
,ORCCAU4Dht2FWqy,introduction,Introduction,section-geometry-of-lines.ptx
,ORCCAkC31On4jfO,subsection,Horizontal Lines and Vertical Lines,section-geometry-of-lines.ptx
subsection-parallel-lines,ORCCAXtAWtiSsfD,subsection,Parallel Lines,section-geometry-of-lines.ptx
,ORCCA5jdWxSYeo9,subsection,Perpendicular Lines,section-geometry-of-lines.ptx
,ORCCAu5ctEwUw6a,exercises,,section-geometry-of-lines.ptx
,ORCCAaTMoODNFeR,introduction,Introduction,section-geometry-of-lines.ptx
,ORCCAFXswmBeMqf,introduction,Introduction,section-geometry-of-lines.ptx
,ORCCAcOjVy5bukp,introduction,Introduction,section-geometry-of-lines.ptx
,ORCCAP209OOPCXZ,introduction,Introduction,section-geometry-of-lines.ptx
,ORCCATQTiBPw59f,introduction,Introduction,section-geometry-of-lines.ptx
,ORCCAzdmKZOTL8H,introduction,Introduction,section-geometry-of-lines.ptx
,ORCCA4aBf20pHVE,introduction,Introduction,section-geometry-of-lines.ptx
section-strategies-for-graphing-lines,ORCCAfhaQ94Mpks,section,Strategies for Graphing Lines,section-strategies-for-graphing-lines.ptx
,ORCCAvMBb2mPlPA,introduction,Introduction,section-strategies-for-graphing-lines.ptx
,ORCCA2oDzd3fZGe,subsection,Graphing Lines in Slope-Intercept Form,section-strategies-for-graphing-lines.ptx
,ORCCA5tfZfjBLJF,subsection,Graphing Lines in Point-Slope Form,section-strategies-for-graphing-lines.ptx
,ORCCAPZpNQrEOUW,subsection,Graphing Lines in Standard Form,section-strategies-for-graphing-lines.ptx
,ORCCAFlStxUocws,subsection,Graphing Horizontal and Vertical Lines,section-strategies-for-graphing-lines.ptx
,ORCCAi1axFsm5or,exercises,,section-strategies-for-graphing-lines.ptx
,ORCCAbyWNNg8mZq,introduction,Introduction,section-strategies-for-graphing-lines.ptx
,ORCCAuXsde7edwT,introduction,Introduction,section-strategies-for-graphing-lines.ptx
,ORCCAetomBKPLkQ,introduction,Introduction,section-strategies-for-graphing-lines.ptx
,ORCCAkPu3sjikE0,introduction,Introduction,section-strategies-for-graphing-lines.ptx
,ORCCAQhl0pUIV4V,introduction,Introduction,section-strategies-for-graphing-lines.ptx
review-graphing-lines,ORCCAO86E8tNNlI,section,Graphing Lines Chapter Review,review-graphing-lines.ptx
,ORCCAfbO6DqHhYd,introduction,Introduction,review-graphing-lines.ptx
,ORCCAwtq3K7Arae,introduction,Introduction,review-graphing-lines.ptx
,ORCCAkDM98pEH4j,introduction,Introduction,review-graphing-lines.ptx
,ORCCAUUeGVzUGx1,introduction,Introduction,review-graphing-lines.ptx
,ORCCARd6tcWeJuD,introduction,Introduction,review-graphing-lines.ptx
,ORCCAqNrPRn0dDq,introduction,Introduction,review-graphing-lines.ptx
,ORCCASWJ1kKqUZ4,introduction,Introduction,review-graphing-lines.ptx
,ORCCAlBBd7hmHZ1,introduction,Introduction,review-graphing-lines.ptx
,ORCCAIxHzle339F,introduction,Introduction,review-graphing-lines.ptx
,ORCCATUSXfYJlIZ,introduction,Introduction,review-graphing-lines.ptx
,ORCCAWR70i1ozct,introduction,Introduction,review-graphing-lines.ptx
,ORCCAoxrKZM1n5e,introduction,Introduction,review-graphing-lines.ptx
,ORCCAUGEJdzmaCf,introduction,Introduction,review-graphing-lines.ptx
,ORCCA6OTPOgHaEF,introduction,Introduction,review-graphing-lines.ptx
,ORCCAIjWA0hX2zF,introduction,Introduction,review-graphing-lines.ptx
,ORCCAinacIzDQ5S,introduction,Introduction,review-graphing-lines.ptx
,ORCCAZm1OSvMNHZ,introduction,Introduction,review-graphing-lines.ptx
,ORCCAHCii4ut3Xc,introduction,Introduction,review-graphing-lines.ptx
,ORCCAwrXDKfslHN,introduction,Introduction,review-graphing-lines.ptx
,ORCCA3IZzuyz2ss,introduction,Introduction,review-graphing-lines.ptx
,ORCCAW9zNTPxlTL,exercises,Review Exercises for,review-graphing-lines.ptx
,ORCCAD8PXvhGBAk,introduction,Introduction,review-graphing-lines.ptx
,ORCCAlcbX35f1HB,introduction,Introduction,review-graphing-lines.ptx
,ORCCAgTh9UUkbmP,introduction,Introduction,review-graphing-lines.ptx
,ORCCAPiW9Vsm62Q,introduction,Introduction,review-graphing-lines.ptx
,ORCCAaoD5dxxFJv,introduction,Introduction,review-graphing-lines.ptx
,ORCCAhasRVN4XpB,introduction,Introduction,review-graphing-lines.ptx
,ORCCATwY8z0ZlzQ,introduction,Introduction,review-graphing-lines.ptx
,ORCCA0ErQ1GnpJe,introduction,Introduction,review-graphing-lines.ptx
,ORCCAN4y6B585zk,introduction,Introduction,review-graphing-lines.ptx
,ORCCAvnE9e5HBH9,introduction,Introduction,review-graphing-lines.ptx
,ORCCAZmFLDuRIcp,introduction,Introduction,review-graphing-lines.ptx
,ORCCAG3D0Lh9npi,introduction,Introduction,review-graphing-lines.ptx
,ORCCAAU6w9EbNF1,introduction,Introduction,review-graphing-lines.ptx
,ORCCAbqpOR2C0QY,introduction,Introduction,review-graphing-lines.ptx
,ORCCAKWzgkWwjs9,introduction,Introduction,review-graphing-lines.ptx
,ORCCAEBNnQaTFRu,introduction,Introduction,review-graphing-lines.ptx
,ORCCA1OdbljfJLy,introduction,Introduction,review-graphing-lines.ptx
,ORCCAO5GHkgBXgW,introduction,Introduction,review-graphing-lines.ptx
,ORCCAqur0Lws5wa,introduction,Introduction,review-graphing-lines.ptx
,ORCCAmxbhG2SX2C,introduction,Introduction,review-graphing-lines.ptx
,ORCCA2PxAlRx2pR,introduction,Introduction,review-graphing-lines.ptx
,ORCCAQAnlvoGv7Z,introduction,Introduction,review-graphing-lines.ptx
,ORCCA8SjRlr1ECW,introduction,Introduction,review-graphing-lines.ptx
,ORCCAR7sIXn9b1T,introduction,Introduction,review-graphing-lines.ptx
,ORCCAx9GssEMlom,introduction,Introduction,review-graphing-lines.ptx
,ORCCAH2zwFPjkJD,introduction,Introduction,review-graphing-lines.ptx
,ORCCAYjsWorDB8R,introduction,Introduction,review-graphing-lines.ptx
,ORCCATKESehzx4d,introduction,Introduction,review-graphing-lines.ptx
,ORCCAUDjMRLa1UF,introduction,Introduction,review-graphing-lines.ptx
,ORCCAYJLoiiGnJC,introduction,Introduction,review-graphing-lines.ptx
chapter-systems-of-two-linear-equations,ORCCAZmfEGzgHDW,chapter,Systems of Two Linear Equations,chapter-systems-of-two-linear-equations.ptx
,ORCCAEeNF5bkHwM,introduction,Introduction,chapter-systems-of-two-linear-equations.ptx
section-solving-a-system-by-graphing,ORCCAhR3ZOpFbDd,section,Solving a System by Graphing,section-solving-a-system-by-graphing.ptx
,ORCCAa1jEj283YT,introduction,Introduction,section-solving-a-system-by-graphing.ptx
,ORCCAMNFs9Ev9oG,subsection,Systems of Two Linear Equations in Two Variables,section-solving-a-system-by-graphing.ptx
,ORCCA0SwsAr25kq,subsection,Solving a System of Equations by Graphing,section-solving-a-system-by-graphing.ptx
,ORCCAAsw3R4j6JM,introduction,Introduction,section-solving-a-system-by-graphing.ptx
subsection-special-systems-of-equations,ORCCAdNl8l3o4Jp,subsection,Special Systems of Equations,section-solving-a-system-by-graphing.ptx
,ORCCAyh2Oi8h6tP,exercises,,section-solving-a-system-by-graphing.ptx
,ORCCA3xGD22ktKa,introduction,Introduction,section-solving-a-system-by-graphing.ptx
,ORCCALMOmJilYMe,introduction,Introduction,section-solving-a-system-by-graphing.ptx
,ORCCAueHgz3NnsM,introduction,Introduction,section-solving-a-system-by-graphing.ptx
,ORCCAPQ9KWxSB8l,introduction,Introduction,section-solving-a-system-by-graphing.ptx
,ORCCAXKjJESvvLT,introduction,Introduction,section-solving-a-system-by-graphing.ptx
,ORCCAu7SH4YRUWv,introduction,Introduction,section-solving-a-system-by-graphing.ptx
,ORCCAPEoAgwYQ2D,introduction,Introduction,section-solving-a-system-by-graphing.ptx
,ORCCAdhMq4BUgeO,introduction,Introduction,section-solving-a-system-by-graphing.ptx
,ORCCAKwQ9PHSEmx,introduction,Introduction,section-solving-a-system-by-graphing.ptx
section-substitution,ORCCAg9L5H5S4t8,section,Substitution,section-substitution.ptx
,ORCCA4ZzxfpbhwT,introduction,Introduction,section-substitution.ptx
,ORCCAnDdi4sHNZc,subsection,Substitution,section-substitution.ptx
,ORCCAeACBKUCc3b,introduction,Introduction,section-substitution.ptx
,ORCCAmLWCoLMXAP,subsection,Applications,section-substitution.ptx
,ORCCA0U1GpZYJsu,introduction,Introduction,section-substitution.ptx
subsection-special-systems-of-equations-substitution,ORCCApPjFOE8GqK,subsection,Solving Special Systems of Equations with Substitution,section-substitution.ptx
,ORCCAo72Jm3JoQf,exercises,,section-substitution.ptx
,ORCCAeH93OLsiAw,introduction,Introduction,section-substitution.ptx
section-elimination,ORCCA6XZ7ldOt5T,section,Elimination,section-elimination.ptx
,ORCCA7WwLphjk5H,introduction,Introduction,section-elimination.ptx
,ORCCAbFYRjSYTrB,subsection,Solving Systems of Equations by Elimination,section-elimination.ptx
,ORCCAfFO88TdyVp,introduction,Introduction,section-elimination.ptx
,ORCCA0baRuRskBl,introduction,Introduction,section-elimination.ptx
,ORCCAuaueyvbtBi,introduction,Introduction,section-elimination.ptx
,ORCCAB5s9MQBcG0,subsection,Solving Special Systems of Equations with Elimination,section-elimination.ptx
,ORCCAHr5IR1a5cL,subsection,Substitution versus Elimination,section-elimination.ptx
,ORCCANQlTZwD63D,exercises,,section-elimination.ptx
,ORCCAG4gzvWTzHG,introduction,Introduction,section-elimination.ptx
review-systems-of-linear-equations,ORCCA5US8tbLuK8,section,Systems of Two Linear Equations Chapter Review,review-systems-of-linear-equations.ptx
,ORCCAWQr9l9PjMs,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCAQBRjRP7odo,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCA2gIcAeyui1,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCAQYOsLSJHa2,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCAisY3YudWYa,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCAtZ1Cj1hsKt,exercises,Review Exercises for,review-systems-of-linear-equations.ptx
,ORCCAf2LYZZmDrV,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCAPgmRPl5GII,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCAlgCxmuY0c7,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCAlnHf5vu4k9,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCA7zmQsgIaj9,introduction,Introduction,review-systems-of-linear-equations.ptx
,ORCCATcOKDGVHOA,introduction,Introduction,review-systems-of-linear-equations.ptx
part-preparation-for-stem,ORCCAedgVYrbDIB,part,Preparation for STEM,orcca.ptx
chapter-exponents-and-polynomials,ORCCA7W4bS454zN,chapter,Exponents and Polynomials,chapter-exponents-and-polynomials.ptx
,ORCCASUmYAZVbyw,introduction,Introduction,chapter-exponents-and-polynomials.ptx
section-adding-and-subtracting-polynomials,ORCCAgdkgRzBgTH,section,Adding and Subtracting Polynomials,section-adding-and-subtracting-polynomials.ptx
,ORCCAMDPEAiaX9w,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCATg896R2DkW,subsection,Polynomial Vocabulary,section-adding-and-subtracting-polynomials.ptx
,ORCCAe4R5Q8f75h,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCALCcyDb0BI0,subsection,Adding and Subtracting Polynomials,section-adding-and-subtracting-polynomials.ptx
,ORCCAnWzgd9cH0F,subsection,Evaluating Polynomial Expressions,section-adding-and-subtracting-polynomials.ptx
,ORCCAHV9RqqcMZL,exercises,,section-adding-and-subtracting-polynomials.ptx
,ORCCAoUDD5kvond,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCAqJSNEYuN8c,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCAI7gOs6shwm,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCAG5B04hUzlx,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCAweiugYNAoK,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCA7d4p1MqmdL,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCAT23uciqwS9,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCAwa66eozMQP,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCAMfiKoyA5Ah,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCANUoofSVUWT,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCAtDBMr3CAhi,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
,ORCCA88vpYMk3pe,introduction,Introduction,section-adding-and-subtracting-polynomials.ptx
section-introduction-to-exponent-properties,ORCCArtyj4uGdEh,section,Introduction to Exponent Rules,section-introduction-to-exponent-properties.ptx
,ORCCA2TqmI6ojnO,introduction,Introduction,section-introduction-to-exponent-properties.ptx
,ORCCA8YkANFxsel,subsection,Exponent Basics,section-introduction-to-exponent-properties.ptx
,ORCCAUPdFqIxHkL,subsection,Exponent Rules,section-introduction-to-exponent-properties.ptx
,ORCCAqVITRNvSEj,paragraphs,Product Rule,section-introduction-to-exponent-properties.ptx
,ORCCAIqpvzq2Sps,paragraphs,Power to a Power Rule,section-introduction-to-exponent-properties.ptx
,ORCCAQ8XDPAoHHl,paragraphs,Product to a Power Rule,section-introduction-to-exponent-properties.ptx
,ORCCAOIKpC110cU,introduction,Introduction,section-introduction-to-exponent-properties.ptx
,ORCCArGNiAYsdXD,exercises,,section-introduction-to-exponent-properties.ptx
,ORCCAcGDqt4SkFl,introduction,Introduction,section-introduction-to-exponent-properties.ptx
,ORCCAOKrRA9JW9I,introduction,Introduction,section-introduction-to-exponent-properties.ptx
,ORCCAG3Op6gUHqM,introduction,Introduction,section-introduction-to-exponent-properties.ptx
,ORCCAFNRRp5GcxM,introduction,Introduction,section-introduction-to-exponent-properties.ptx
,ORCCAYqhkpgfRi1,introduction,Introduction,section-introduction-to-exponent-properties.ptx
section-dividing-by-a-monomial,ORCCActG7Dw81mZ,section,Dividing by a Monomial,section-dividing-by-a-monomial.ptx
,ORCCAVCpN0ZrqPj,introduction,Introduction,section-dividing-by-a-monomial.ptx
,ORCCA9wRzE92ztS,subsection,Quotient of Powers Property,section-dividing-by-a-monomial.ptx
,ORCCAdaAJYbRA6E,introduction,Introduction,section-dividing-by-a-monomial.ptx
,ORCCABtYOFY4ZIZ,subsection,Dividing a Polynomial by a Monomial,section-dividing-by-a-monomial.ptx
,ORCCAyQfC9NLH3e,exercises,,section-dividing-by-a-monomial.ptx
,ORCCAYypHa8oTDL,introduction,Introduction,section-dividing-by-a-monomial.ptx
,ORCCAyrFSh0dTZv,introduction,Introduction,section-dividing-by-a-monomial.ptx
,ORCCA5r758wVaZi,introduction,Introduction,section-dividing-by-a-monomial.ptx
,ORCCAB0esqewFUb,introduction,Introduction,section-dividing-by-a-monomial.ptx
section-multiplying-polynomials,ORCCAEmWqEkaw0a,section,Multiplying Polynomials,section-multiplying-polynomials.ptx
,ORCCAAkDHgjUMG5,introduction,Introduction,section-multiplying-polynomials.ptx
,ORCCAWbFCYGizqX,subsection,Review of the Distributive Property,section-multiplying-polynomials.ptx
subsection-approaches-to-multiplying-binomials,ORCCAiFVWz0nIZ2,subsection,Multiplying Binomials,section-multiplying-polynomials.ptx
,ORCCA9xUCENdYQh,paragraphs,Multiplying Binomials Using Distribution,section-multiplying-polynomials.ptx
,ORCCAwghAVUPbZA,paragraphs,Multiplying Binomials Using FOIL,section-multiplying-polynomials.ptx
,ORCCALRpRgeUQ8r,paragraphs,Multiplying Binomials Using Generic Rectangles,section-multiplying-polynomials.ptx
,ORCCAlbE6cDjOde,subsection,Multiplying Polynomials Larger Than Binomials,section-multiplying-polynomials.ptx
,ORCCAv7kER3l7lc,exercises,,section-multiplying-polynomials.ptx
,ORCCAinr37pl9hM,introduction,Introduction,section-multiplying-polynomials.ptx
,ORCCAIc5UlpKcxj,introduction,Introduction,section-multiplying-polynomials.ptx
,ORCCAk9rvVoWIuj,introduction,Introduction,section-multiplying-polynomials.ptx
,ORCCAH5h8Gd062i,introduction,Introduction,section-multiplying-polynomials.ptx
section-special-patterns-with-multiplying-polynomials,ORCCAnaRoSSCthA,section,Special Patterns with Multiplying Polynomials,section-special-patterns-with-multiplying-polynomials.ptx
,ORCCARisEUIgFZM,introduction,Introduction,section-special-patterns-with-multiplying-polynomials.ptx
,ORCCA3nyvlQkJpY,subsection,Squaring a Binomial,section-special-patterns-with-multiplying-polynomials.ptx
