original_id,new_id,node_type,node_title,source_path
,ORCCAzP4M0YDt1V,subsection,The Product of the Sum and Difference of Two Terms,section-special-patterns-with-multiplying-polynomials.ptx
,ORCCAoB8caSIVze,subsection,Binomials Raised to Other Powers,section-special-patterns-with-multiplying-polynomials.ptx
,ORCCA8ULRpsalRC,exercises,,section-special-patterns-with-multiplying-polynomials.ptx
,ORCCA9PKKeeQWVt,introduction,Introduction,section-special-patterns-with-multiplying-polynomials.ptx
,ORCCABSST6KdX54,introduction,Introduction,section-special-patterns-with-multiplying-polynomials.ptx
,ORCCAMarcyXPhyY,introduction,Introduction,section-special-patterns-with-multiplying-polynomials.ptx
,ORCCAA4dattPmqX,introduction,Introduction,section-special-patterns-with-multiplying-polynomials.ptx
,ORCCA9kylwM2exC,introduction,Introduction,section-special-patterns-with-multiplying-polynomials.ptx
section-more-exponent-properties,ORCCAdf738qcndi,section,More Exponent Rules,section-more-exponent-properties.ptx
,ORCCAWb0nRHAg1I,introduction,Introduction,section-more-exponent-properties.ptx
,ORCCAwrfc6pohx8,subsection,Review of Exponent Rules for Products and Exponents,section-more-exponent-properties.ptx
,ORCCA45e69cAK5k,subsection,Quotient to a Power Rule,section-more-exponent-properties.ptx
,ORCCAhLwPz4YQdh,subsection,Zero as an Exponent,section-more-exponent-properties.ptx
,ORCCABZlxFRcVNq,subsection,Negative Exponents,section-more-exponent-properties.ptx
,ORCCAgL1WtPuCd0,subsection,Summary of Exponent Rules,section-more-exponent-properties.ptx
,ORCCAM3jady00CO,introduction,Introduction,section-more-exponent-properties.ptx
,ORCCAiSg2wM0OyR,exercises,,section-more-exponent-properties.ptx
,ORCCA8OMLOGJsRV,introduction,Introduction,section-more-exponent-properties.ptx
,ORCCA7Lx5gsCai9,introduction,Introduction,section-more-exponent-properties.ptx
review-exponents-and-polynomials,ORCCAaeGJZ7QZrs,section,Exponents and Polynomials Chapter Review,review-exponents-and-polynomials.ptx
,ORCCAnjVFplXNy2,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAppQwPKrQ6Z,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAKYOfrxL1Rr,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAIyIl0aWf67,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAyVBdQq2e1e,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAiOamxnuxrU,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAQn1eDKff5o,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAQuxAVgPDiy,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCA5KvGFabLyg,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAfP4qhOBGRq,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAnCxIvo5iRg,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAzyGPibZew6,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAJPicMVeFd1,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCA18GAXznKXy,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAIqRnYynV7o,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAycaYkCd8jw,exercises,Review Exercises for,review-exponents-and-polynomials.ptx
,ORCCA4LUegGgA3e,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAH5wm01sEAZ,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCA30hLbNk0sR,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAB2TIoQpuWR,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAp8KnpGy86a,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAYaUNSaNDrf,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAt7B4GaBtPq,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAnQRAXGtiZS,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCARlkZIDUNNw,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCA4h0gslcFSY,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAv1N94wFLtN,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAZqGAoZUKvz,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAURPUfD1yHu,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCAZCOn8oaAQU,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCA34cftke05I,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCA8yuo6iBrV4,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCA3sxxOALOW4,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCABpwVKRPYQx,introduction,Introduction,review-exponents-and-polynomials.ptx
,ORCCABJi4WfXR7d,introduction,Introduction,review-exponents-and-polynomials.ptx
chapter-radical-expressions-and-equations,ORCCA9e54Yenj3t,chapter,Radical Expressions and Equations,chapter-radical-expressions-and-equations.ptx
,ORCCA9nDw7qdxda,introduction,Introduction,chapter-radical-expressions-and-equations.ptx
section-square-and-nth-root-properties,ORCCA3tJym1OIOA,section,Square and nth Root Properties,section-square-and-nth-root-properties.ptx
,ORCCAvuVBNpcZQo,introduction,Introduction,section-square-and-nth-root-properties.ptx
,ORCCANRDmSC7OZX,subsection,Square Roots,section-square-and-nth-root-properties.ptx
,ORCCAHXS3T02DQ1,subsection,Square Root Decimal Values,section-square-and-nth-root-properties.ptx
subsection-cube-root-and-higher-order-roots,ORCCAjN3q0DLhyD,subsection,Cube Root and Higher Order Roots,section-square-and-nth-root-properties.ptx
,ORCCArLK8V1BRXI,subsection,Roots of Negative Numbers,section-square-and-nth-root-properties.ptx
,ORCCAf7edCWx0Ky,subsection,Radical Properties and Exponent Properties,section-square-and-nth-root-properties.ptx
,ORCCAzq9hDhlU98,introduction,Introduction,section-square-and-nth-root-properties.ptx
,ORCCAFGD4lZiDSN,introduction,Introduction,section-square-and-nth-root-properties.ptx
,ORCCAnPY9m5HOQc,subsection,Multiplying Square Root Expressions,section-square-and-nth-root-properties.ptx
,ORCCAWxLuXWoNeF,subsection,Adding and Subtracting Square Root Expressions,section-square-and-nth-root-properties.ptx
subsection-distributing-with-square-roots,ORCCAZtb8GCU9J4,subsection,Distributing with Square Roots,section-square-and-nth-root-properties.ptx
,ORCCApZJHc1h7ly,exercises,,section-square-and-nth-root-properties.ptx
,ORCCAkxbO1CU7F2,introduction,Introduction,section-square-and-nth-root-properties.ptx
,ORCCAqOGZulQOqb,introduction,Introduction,section-square-and-nth-root-properties.ptx
,ORCCAnvVPYqWtcT,introduction,Introduction,section-square-and-nth-root-properties.ptx
,ORCCAA8qKyOUw6J,introduction,Introduction,section-square-and-nth-root-properties.ptx
,ORCCAqLqiy58r2P,introduction,Introduction,section-square-and-nth-root-properties.ptx
,ORCCAPvZQ7nwKWM,introduction,Introduction,section-square-and-nth-root-properties.ptx
,ORCCAxlvGnV1NEW,introduction,Introduction,section-square-and-nth-root-properties.ptx
section-rationalizing-the-denominator,ORCCA2pibGS1nKC,section,Rationalizing the Denominator,section-rationalizing-the-denominator.ptx
,ORCCApKl0vsXJ4z,introduction,Introduction,section-rationalizing-the-denominator.ptx
,ORCCAdy6fD9Dcag,subsection,Rationalizing the Denominator,section-rationalizing-the-denominator.ptx
,ORCCAvrmogABOwx,subsection,Rationalize the Denominator Using the Difference of Squares Formula,section-rationalizing-the-denominator.ptx
,ORCCA3BIPLEjGDW,exercises,,section-rationalizing-the-denominator.ptx
,ORCCAcg35ZHT0O9,introduction,Introduction,section-rationalizing-the-denominator.ptx
section-radical-expressions-and-rational-exponents,ORCCA7cFUc5rIEA,section,Radical Expressions and Rational Exponents,section-radical-expressions-and-rational-exponents.ptx
,ORCCAHdORHTEoNC,introduction,Introduction,section-radical-expressions-and-rational-exponents.ptx
,ORCCAGq7gREsXgY,subsection,Radical Expressions and Rational Exponents,section-radical-expressions-and-rational-exponents.ptx
,ORCCAMeafg7J8co,subsection,More Expressions with Rational Exponents,section-radical-expressions-and-rational-exponents.ptx
,ORCCARU8JVQI40q,exercises,,section-radical-expressions-and-rational-exponents.ptx
,ORCCAki5XLIZb7e,introduction,Introduction,section-radical-expressions-and-rational-exponents.ptx
,ORCCAYtaPoBcd9K,introduction,Introduction,section-radical-expressions-and-rational-exponents.ptx
,ORCCAuXmUyZ0IwU,introduction,Introduction,section-radical-expressions-and-rational-exponents.ptx
,ORCCA2jExWjbnSB,introduction,Introduction,section-radical-expressions-and-rational-exponents.ptx
,ORCCAt1dzxr4Lns,introduction,Introduction,section-radical-expressions-and-rational-exponents.ptx
,ORCCAEBgluagIzA,introduction,Introduction,section-radical-expressions-and-rational-exponents.ptx
,ORCCAIdglBnQkmK,introduction,Introduction,section-radical-expressions-and-rational-exponents.ptx
section-solving-radical-equations,ORCCAtlCXSpmB5S,section,Solving Radical Equations,section-solving-radical-equations.ptx
,ORCCA3NsXHxtafA,introduction,Introduction,section-solving-radical-equations.ptx
,ORCCA70NXGGLzjP,subsection,Solving Radical Equations,section-solving-radical-equations.ptx
,ORCCA3kwdJYk44c,subsection,Solving a Radical Equation with More Than One Variable,section-solving-radical-equations.ptx
,ORCCAoKAUPwyk84,exercises,,section-solving-radical-equations.ptx
,ORCCAMCe1GwdiM1,introduction,Introduction,section-solving-radical-equations.ptx
,ORCCAa0HCkAtHSn,introduction,Introduction,section-solving-radical-equations.ptx
review-radical-expressions-and-equations,ORCCApgy30qmZk1,section,Radical Expressions and Equations Chapter Review,review-radical-expressions-and-equations.ptx
,ORCCAnzWAQZycUG,introduction,Introduction,review-radical-expressions-and-equations.ptx
,ORCCAEZCSH3CeOk,introduction,Introduction,review-radical-expressions-and-equations.ptx
,ORCCAz5EOpWXgKI,introduction,Introduction,review-radical-expressions-and-equations.ptx
,ORCCAdpwVVR1OeF,introduction,Introduction,review-radical-expressions-and-equations.ptx
,ORCCA6jmEDTmVrg,introduction,Introduction,review-radical-expressions-and-equations.ptx
,ORCCA5DhVbtmET7,introduction,Introduction,review-radical-expressions-and-equations.ptx
,ORCCANiBjCsWFdB,exercises,Review Exercises for,review-radical-expressions-and-equations.ptx
,ORCCA1xxA6t1Dcr,introduction,Introduction,review-radical-expressions-and-equations.ptx
,ORCCA8Vphw8NNSQ,introduction,Introduction,review-radical-expressions-and-equations.ptx
,ORCCAkyu2fqpspp,introduction,Introduction,review-radical-expressions-and-equations.ptx
,ORCCA2LxgacE1ba,introduction,Introduction,review-radical-expressions-and-equations.ptx
,ORCCAjwmoXmWtUC,introduction,Introduction,review-radical-expressions-and-equations.ptx
,ORCCAldaUFup42j,introduction,Introduction,review-radical-expressions-and-equations.ptx
,ORCCAsrGebXiWK9,introduction,Introduction,review-radical-expressions-and-equations.ptx
,ORCCA4yGe06OEh2,introduction,Introduction,review-radical-expressions-and-equations.ptx
,ORCCAxJP0Cvoaxp,introduction,Introduction,review-radical-expressions-and-equations.ptx
,ORCCAcKby70TszE,introduction,Introduction,review-radical-expressions-and-equations.ptx
,ORCCALfUKctIgVN,introduction,Introduction,review-radical-expressions-and-equations.ptx
,ORCCALPnUSOf7y8,introduction,Introduction,review-radical-expressions-and-equations.ptx
,ORCCA44pg1JJUIo,introduction,Introduction,review-radical-expressions-and-equations.ptx
chapter-solving-quadratic-equations,ORCCAFnyM8LC3N1,chapter,Solving Quadratic Equations,chapter-solving-quadratic-equations.ptx
,ORCCA3IS8kkp7z4,introduction,Introduction,chapter-solving-quadratic-equations.ptx
section-solving-quadratic-equations-by-using-a-square-root,ORCCAz5onNuVDgE,section,Solving Quadratic Equations by Using a Square Root,section-solving-quadratic-equations-by-using-a-square-root.ptx
,ORCCAigDhxWxdzW,introduction,Introduction,section-solving-quadratic-equations-by-using-a-square-root.ptx
,ORCCAwWUfjfPfdf,subsection,Solving Quadratic Equations Using the Square Root Property,section-solving-quadratic-equations-by-using-a-square-root.ptx
subsection-pythagorean-theorem,ORCCA4tlTiJmuLj,subsection,The Pythagorean Theorem,section-solving-quadratic-equations-by-using-a-square-root.ptx
,ORCCAqnZlSYla7n,exercises,,section-solving-quadratic-equations-by-using-a-square-root.ptx
,ORCCAJvbU3QBuz7,introduction,Introduction,section-solving-quadratic-equations-by-using-a-square-root.ptx
,ORCCAhlgFf0wIYj,introduction,Introduction,section-solving-quadratic-equations-by-using-a-square-root.ptx
,ORCCAy59yHwyrhd,introduction,Introduction,section-solving-quadratic-equations-by-using-a-square-root.ptx
section-the-quadratic-formula,ORCCAYkAwEZgxDo,section,The Quadratic Formula,section-the-quadratic-formula.ptx
,ORCCAZyFOR3jVWi,introduction,Introduction,section-the-quadratic-formula.ptx
,ORCCASfCICvKRpc,subsection,Solving Quadratic Equations with the Quadratic Formula,section-the-quadratic-formula.ptx
,ORCCAj63kykDh3O,subsection,Applications,section-the-quadratic-formula.ptx
,ORCCAbpwXZD0rh0,subsection,Radical Equations,section-the-quadratic-formula.ptx
,ORCCAoEsP3aqGUq,exercises,,section-the-quadratic-formula.ptx
,ORCCAksrcWQQRRk,introduction,Introduction,section-the-quadratic-formula.ptx
,ORCCAuBiFm1PKtE,introduction,Introduction,section-the-quadratic-formula.ptx
,ORCCAKoK86IaaeX,introduction,Introduction,section-the-quadratic-formula.ptx
,ORCCAfOKA4RzQLp,introduction,Introduction,section-the-quadratic-formula.ptx
,ORCCAnZGsHr8rQF,introduction,Introduction,section-the-quadratic-formula.ptx
section-complex-solutions-to-quadratic-equations,ORCCACC4xClZaxJ,section,Complex Solutions to Quadratic Equations,section-complex-solutions-to-quadratic-equations.ptx
,ORCCA41IJixkR28,introduction,Introduction,section-complex-solutions-to-quadratic-equations.ptx
,ORCCANCN7pfniLt,subsection,Imaginary Numbers,section-complex-solutions-to-quadratic-equations.ptx
,ORCCADgGl1skYGX,subsection,Solving Quadratic Equations with Imaginary Solutions,section-complex-solutions-to-quadratic-equations.ptx
,ORCCAlA22N2JQ8G,subsection,Solving Quadratic Equations with Complex Solutions,section-complex-solutions-to-quadratic-equations.ptx
,ORCCAbYKDgjtvaY,exercises,,section-complex-solutions-to-quadratic-equations.ptx
section-strategies-for-solving-equations-I,ORCCAgGJC38KNeM,section,Strategies for Solving Equations I,section-strategies-for-solving-equations-I.ptx
,ORCCAczHQtPx6Lm,introduction,Introduction,section-strategies-for-solving-equations-I.ptx
,ORCCAyPDKhe75bs,subsection,Equations Where the Variable Appears Once,section-strategies-for-solving-equations-I.ptx
,ORCCATCckSgvvYO,subsection,Equations With More Than One Instance of the Variable,section-strategies-for-solving-equations-I.ptx
,ORCCAXBvXgqDIdp,subsection,Solving For a Variable in Terms of Other Variables,section-strategies-for-solving-equations-I.ptx
,ORCCA6uMQDd39vC,exercises,,section-strategies-for-solving-equations-I.ptx
review-solving-quadratic-equations,ORCCAnweUtN6g8M,section,Solving Quadratic Equations Chapter Review,review-solving-quadratic-equations.ptx
,ORCCA6DZ61ZfUh0,subsection,Solving Quadratic Equations by Using a Square Root,review-solving-quadratic-equations.ptx
,ORCCAvckprfqVpS,subsection,The Quadratic Formula,review-solving-quadratic-equations.ptx
,ORCCA3ihXEZkAz7,subsection,Complex Solutions to Quadratic Equations,review-solving-quadratic-equations.ptx
,ORCCA5jAYkEPl56,subsection,Solving Equations in General,review-solving-quadratic-equations.ptx
,ORCCAsS5AQoRGab,exercises,,review-solving-quadratic-equations.ptx
chapter-quantities-in-the-physical-world,ORCCAlW9w3ZMEBi,chapter,Quantities in the Physical World,chapter-quantities-in-the-physical-world.ptx
,ORCCAOFTiA4ltfF,introduction,Introduction,chapter-quantities-in-the-physical-world.ptx
section-scientific-notation,ORCCAOmLaGb68Mk,section,Scientific Notation,section-scientific-notation.ptx
,ORCCAgTlBvJwIe0,introduction,Introduction,section-scientific-notation.ptx
,ORCCAzXrdMK5wPL,subsection,The Basics of Scientific Notation,section-scientific-notation.ptx
,ORCCAK1TdJneMMJ,subsection,Scientific Notation for Large Numbers,section-scientific-notation.ptx
,ORCCA96YgPSC1mb,subsection,Scientific Notation for Small Numbers,section-scientific-notation.ptx
,ORCCA6Kr3JBZeAq,subsection,Multiplying and Dividing Using Scientific Notation,section-scientific-notation.ptx
,ORCCAn05NZ7qrwm,exercises,,section-scientific-notation.ptx
section-unit-conversion,ORCCAXFKMcKIe1h,section,Unit Conversion,section-unit-conversion.ptx
,ORCCAuADgEWPKO7,introduction,Introduction,section-unit-conversion.ptx
,ORCCAv5gWL4XHQi,subsection,Unit Ratios,section-unit-conversion.ptx
,ORCCAPYWQw17kue,subsection,Using Multiple Unit Ratios,section-unit-conversion.ptx
,ORCCAXCB1f7GlGb,subsection,Converting Squared or Cubed Units,section-unit-conversion.ptx
,ORCCAalquGcgpwl,subsection,Converting Rates,section-unit-conversion.ptx
,ORCCAH7mXaWvgxX,exercises,,section-unit-conversion.ptx
,ORCCAixdvHwSeFr,conclusion,,section-unit-conversion.ptx
section-geometry-formulas,ORCCAMeSxGO5Vd3,section,Geometry Formulas,section-geometry-formulas.ptx
,ORCCAIc19WeZOmh,introduction,Introduction,section-geometry-formulas.ptx
subsection-perimeter-and-area,ORCCAoYMjyeJihQ,subsection,Evaluating Perimeter and Area Formulas,section-geometry-formulas.ptx
,ORCCAHo21VPOb4K,paragraphs,Rectangles,section-geometry-formulas.ptx
,ORCCAw2tFCInBw4,paragraphs,Triangles,section-geometry-formulas.ptx
,ORCCAvkKmaQY9tu,paragraphs,Circles,section-geometry-formulas.ptx
,ORCCAVa0kdM9hJG,subsection,Volume,section-geometry-formulas.ptx
,ORCCA4hFhAFVcMl,paragraphs,Rectangular Prisms,section-geometry-formulas.ptx
,ORCCAByZz458T3x,paragraphs,Cylinders,section-geometry-formulas.ptx
subsection-list-of-geometry-formulas,ORCCANLhorchL3Q,subsection,Summary,section-geometry-formulas.ptx
,ORCCAD4GK8MjdrU,exercises,,section-geometry-formulas.ptx
section-geometry-applications,ORCCAD0LnTyZkHq,section,Geometry Applications,section-geometry-applications.ptx
,ORCCAdUZB2pzYz8,introduction,Introduction,section-geometry-applications.ptx
,ORCCA61UiLW43lH,subsection,Solving Equations for Geometry Problems,section-geometry-applications.ptx
,ORCCAcCtxqCxdo7,subsection,Proportionality in Similar Triangles,section-geometry-applications.ptx
,ORCCAAyBrsKQpVl,exercises,,section-geometry-applications.ptx
review-quantities-in-the-physical-world,ORCCAxb0RRz0TQO,section,Quantities in the Physical World Chapter Review,review-quantities-in-the-physical-world.ptx
,ORCCABqNHvQmH84,subsection,Scientific Notation,review-quantities-in-the-physical-world.ptx
,ORCCAhLrNQJcf8N,subsection,Unit Conversion,review-quantities-in-the-physical-world.ptx
,ORCCATj171zVn6L,subsection,Geometry Formulas,review-quantities-in-the-physical-world.ptx
,ORCCA1skfLOpgiZ,exercises,,review-quantities-in-the-physical-world.ptx
chapter-topics-in-graphing,ORCCAeWBsQnwZ5U,chapter,Topics in Graphing,chapter-topics-in-graphing.ptx
,ORCCAOFj6XeSXSU,introduction,Introduction,chapter-topics-in-graphing.ptx
section-review-of-graphing,ORCCAp7VlbNkmxK,section,Review of Graphing,section-review-of-graphing.ptx
,ORCCAdA8XUWyyef,introduction,Introduction,section-review-of-graphing.ptx
,ORCCAR0FOlVWgtk,subsection,Cartesian Coordinates,section-review-of-graphing.ptx
,ORCCAVVidLIBBnp,subsection,Graphing Equations by Plotting Points,section-review-of-graphing.ptx
,ORCCAPeWXYnhyUP,subsection,Graphing Lines Using Intercepts,section-review-of-graphing.ptx
,ORCCAskFywAaijh,exercises,,section-review-of-graphing.ptx
section-key-features-of-quadratic-graphs,ORCCAz68brJiHC1,section,Key Features of Quadratic Graphs,section-key-features-of-quadratic-graphs.ptx
,ORCCAK161jKf64H,introduction,Introduction,section-key-features-of-quadratic-graphs.ptx
,ORCCAq84zGZ0Gss,subsection,Properties of Quadratic Graphs,section-key-features-of-quadratic-graphs.ptx
,ORCCA6iVQdqJLLq,introduction,Introduction,section-key-features-of-quadratic-graphs.ptx
,ORCCAqg84mkDNkI,subsection,Finding the Vertex and Axis of Symmetry Algebraically,section-key-features-of-quadratic-graphs.ptx
,ORCCAtls3D12X6I,subsection,Graphing Quadratic Equations by Making a Table,section-key-features-of-quadratic-graphs.ptx
,ORCCAqiLjVx5biZ,subsection,Applications of Quadratic Graphs Involving the Vertex.,section-key-features-of-quadratic-graphs.ptx
,ORCCAWwXDlZ999A,exercises,,section-key-features-of-quadratic-graphs.ptx
,ORCCABsL5uwdcx8,introduction,Introduction,section-key-features-of-quadratic-graphs.ptx
section-graphing-quadratic-expressions,ORCCAkI39997xOQ,section,Graphing Quadratic Expressions,section-graphing-quadratic-expressions.ptx
,ORCCAUbd2RsVaXI,introduction,Introduction,section-graphing-quadratic-expressions.ptx
,ORCCAv9qoSp4v1C,subsection,Finding the Vertical and Horizontal Intercepts Algebraically,section-graphing-quadratic-expressions.ptx
,ORCCAZVhwMMCkkZ,subsection,Graphing Quadratic Equations Using Their Key Features,section-graphing-quadratic-expressions.ptx
,ORCCAQwpTMWtFEx,subsection,Applications of Quadratic Equations,section-graphing-quadratic-expressions.ptx
,ORCCAvhpKEIG8El,subsection,Distinguishing Quadratic Equations from Other Equations,section-graphing-quadratic-expressions.ptx
,ORCCAwfn4LtIBXA,exercises,,section-graphing-quadratic-expressions.ptx
,ORCCANaQO61lZxd,introduction,Introduction,section-graphing-quadratic-expressions.ptx
section-graphically-solving-equations-and-inequalities,ORCCAWHCyDKtfgg,section,Graphically Solving Equations and Inequalities,section-graphically-solving-equations-and-inequalities.ptx
,ORCCAWke6NSnvKD,introduction,Introduction,section-graphically-solving-equations-and-inequalities.ptx
,ORCCArdXfllo0do,subsection,Solving Equations Using a Graph,section-graphically-solving-equations-and-inequalities.ptx
,ORCCAE8E22QEr60,subsection,Solving Inequalities Using a Graph,section-graphically-solving-equations-and-inequalities.ptx
,ORCCAxf8B1TbPal,exercises,,section-graphically-solving-equations-and-inequalities.ptx
review-topics-in-graphing,ORCCAMxRqwIvwB6,section,Topics in Graphing Chapter Review,review-topics-in-graphing.ptx
,ORCCAo56X5FuyxS,subsection,Review of Graphing,review-topics-in-graphing.ptx
,ORCCAZronWGZ2Qv,subsection,Key Features of Quadratic Graphs,review-topics-in-graphing.ptx
,ORCCAMinuqfgWal,subsection,Graphing Quadratic Equations,review-topics-in-graphing.ptx
,ORCCAersyFbXIST,subsection,Graphically Solving Equations and Inequalities,review-topics-in-graphing.ptx
,ORCCANAAjQNi9ub,exercises,,review-topics-in-graphing.ptx
,ORCCAysjiHYneo9,introduction,Introduction,review-topics-in-graphing.ptx
,ORCCABByhrr51QC,introduction,Introduction,review-topics-in-graphing.ptx
part-preparation-for-college-algebra,ORCCAAH0fRMhJIL,part,Preparation for College Algebra,orcca.ptx
chapter-factoring,ORCCAmH75sfcKek,chapter,Factoring,chapter-factoring.ptx
section-factoring-out-the-common-factor,ORCCA2bUdye8Ggz,section,Factoring Out the Common Factor,section-factoring-out-the-common-factor.ptx
,ORCCAYMzjzYXaPT,introduction,Introduction,section-factoring-out-the-common-factor.ptx
,ORCCAKmhxNk0imQ,subsection,Motivation for Factoring,section-factoring-out-the-common-factor.ptx
,ORCCAs9fhD7vWH2,subsection,Identifying the Greatest Common Factor,section-factoring-out-the-common-factor.ptx
,ORCCABvMe9X106p,subsection,Factoring Out the Greatest Common Factor,section-factoring-out-the-common-factor.ptx
,ORCCAu6gewIbbmn,subsection,Visualizing With Rectangles,section-factoring-out-the-common-factor.ptx
,ORCCA7yfpiyB2nX,subsection,More Examples of Factoring out the Common Factor,section-factoring-out-the-common-factor.ptx
,ORCCAhmZFnExBYp,exercises,,section-factoring-out-the-common-factor.ptx
section-factoring-by-grouping,ORCCAuQL8Rzsem5,section,Factoring by Grouping,section-factoring-by-grouping.ptx
,ORCCAvnot2mWhO5,introduction,Introduction,section-factoring-by-grouping.ptx
,ORCCAftVbHcc0Mq,subsection,Factoring out Common Polynomials,section-factoring-by-grouping.ptx
,ORCCAgEeVpmP2J8,subsection,Factoring by Grouping,section-factoring-by-grouping.ptx
,ORCCAdgEFBwW54S,exercises,,section-factoring-by-grouping.ptx
